speaker,text
CL207,they're going to be like the overlord of like a corner of Twitter where like they can just keep influencing the market
CL207,"And then it's like, or just like way more like of these like bought it accounts or like fishing, like scam and like, does that just like scam people, right"
CL207,"Just tweet links, DM people, random like promotion stuff"
CL207,"Yeah, I can see it getting pretty bad"
CL207,and it's really hard
CL207,to for like one entity to filter all of these out because like if there is a rule like on like on the internet i feel like it's or just like overall like i feel like you there is like a way around it so it's just like
CL207,hey we did this implementation to like get out get the bots out
CL207,and then like you you have like a million team of like
CL207,people who just want to like code some BS bot to like scam some money like it's like no risk but full return
CL207,right so it's like it's such a great thing to do uh if you're just if you just don't care about like ethics and uh just want to make money
CL207,right um so you got all these smart people that's just gonna find what the rules are and just spend around it and just keep you know buying social media accounts and
CL207,like going for it um i think it will get pretty bad and then like
CL207,a rep system where like if everyone if every like actual living being participate in it then it's it becomes much more harder for like a bot to really infiltrate although that's obviously at the cost of like the entire society putting time into into this and um
CL207,although in real life the entire society do put time into this which is why i thought it could kind of work because like like if we meet and like
CL207,"a group of friends of me, they might talk about, hey, that guy, I don't trust him because he did this and that"
CL207,"Words spread, right"
CL207,"But it doesn't spread as easily here, I feel like"
CL207,"Or people just forget, forget, because these posts get buried in a week or month"
CL207,Or people just restart an identity
CL207,It's really easy to restart an identity
CL207,But it's hard for an identity to really stay and get really big
Taiki Maeda,"So I mean, with like the rep system, um, I think you wrote a blog post around friend tech, like I think recently, like the keys have come down across the board"
Taiki Maeda,"Are you still bullish friend tech or like, where do you think it goes from here"
CL207,"I always saw a friend tech was a mix of just like a mix of both rep and something else, a bit of like how much, how active you are or like how"
CL207,much ETH are you spending kind of and then like and then there's like a bit of Ponzi where there's three three going on and then there's a bit of like actual utility where it's like
CL207,okay i can buy this like maybe there's like i would say maybe there's actually at least five good traders on the platform where you know there's genuinely uh like a justifiable lifetime price to pay for um
CL207,i i don't really need that because like
CL207,it's really hard for me to trade off other people's opinions
CL207,Kind of like if you log into someone else's trading account
CL207,"and you see like five positions, you don't really know why they're open, where they think it's gonna go, like you have no clue how to manage these from that point on, right"
CL207,"So it's kind of the same where it's like, okay, this guy said this goes up, okay, by how much, I don't know"
CL207,"Or like if they say by how much, I don't know man, like it's just like"
CL207,It's just not your trade
CL207,So it's like really hard for you to have a conviction in it
CL207,"And then like, it might draw, draw down a bit and you might panic, but like if that guy have way more conviction, then you, he might hold and he might be right"
CL207,"So it's like, a lot of this is like really hard to, for me at least"
CL207,"So I don't really do that, but, but on"
CL207,There is some value there
CL207,"And then a bit of like influence and uh, but"
CL207,"Overall, I still really like the platform, to be honest"
CL207,I've met a lot of people there
CL207,And part of it was actually just me buying a bunch of accounts that are of the Asian community
CL207,And I bought some Middle Eastern people
CL207,"And then they're like, hey, yo, if you want to get into my homies group chat, here's a link"
CL207,And then I joined these chats
CL207,And it's really cool just to see what you're talking about
CL207,"I thought that was like probably like, obviously, it's not worth like what how much I spent like, I'm not gonna say"
CL207,but that was still at least something came out of it
CL207,It wasn't just like I bought like a scam and then they went to zero
CL207,I'm still quite happy with how it played out so far
CL207,"Yeah, although yeah, like"
CL207,"It could be better, but yeah, not complaining"
CL207,"I hope the points are worth something, but we still don't know at this point"
Taiki Maeda,"You mentioned earlier, if someone talks about their trade or you see someone's trade, it's really hard to build a conviction because you don't know why they put on a trade and you don't know their time horizon"
Taiki Maeda,"It seems like crypto, Twitter, and CT, it seems like people just throw out tickers and say it's going to go up and whatnot"
Taiki Maeda,"As a valuable member of the CTE community, how would you recommend an average person utilize crypto Twitter"
CL207,"Yeah, that's another problem"
CL207,"It takes a lot of time to get good at this, as in to even know what you're reading is like how legit this guy is"
CL207,"I feel like as you spend time on this website, you kind of subconsciously build like a kind of like how legit they are score"
CL207,And then they are like a
CL207,"OK, this guy's not very good"
CL207,But this guy's pretty good
CL207,So I think it's pretty innate
CL207,Most people probably kind of have a sense of how to use it
CL207,"But yeah, I would just say, yeah"
CL207,I guess just find people and see if they're like
CL207,"I mean, a lot of their tweets can be backtested"
CL207,"And then it's like, a lot of accounts do delete tweets"
CL207,But I feel like it could be pretty obvious
CL207,"You follow them, too"
CL207,"And I would definitely always make your own decision, just because that's how you actually really get good at something, not from listening to others"
Taiki Maeda,"So first of all, like I really appreciate you taking the time, but I'll try to get into the rapid fire question section"
Taiki Maeda,"So you mentioned earlier, and this was surprising to me"
Taiki Maeda,"You know, you, your biggest, I guess, win was like two to 300k and you typically don't try to hold like hold trades for a couple of days to a couple of weeks"
Taiki Maeda,Like why is that
Taiki Maeda,Like haven't there been high conviction trades that you don't mind holding for months at a time
Taiki Maeda,"Or do you, is that like more your trading style, your personality"
Taiki Maeda,You want to talk about that
CL207,"Yeah, I think it's a bit of both where it's like, I tend to find it hard"
CL207,"I mean, like everyone's different"
CL207,"But it's hard for me to have conviction on something that's just like a higher time frame, just because the uncertainty just gets bigger and bigger as more time there is for you to guess what's going to happen"
CL207,"So even when Bitcoin was breaking out of like 12 to 16 to 20 K, like I was pretty sure all of that was going to happen, but like I could only hold a position to like 16, for example, right"
CL207,Cause like I knew like I'd retrace would come and then it's much harder for me to mentally read long like 15 K
CL207,"It's like, bro, I've never longed my whole life"
CL207,"I like my two years of two, three years of trading so far has been a Bitcoin is like five K, eight K, you know, like 15 is crazy"
CL207,"I think it takes some skill to adjust to that but, and like I should have thought about, like yo, this is a time where you do not think about what the fuck the price is when you're longing"
CL207,"Like you sold 16, it's time to rebuy 15 if you think it's going to 20, right"
CL207,"But I didn't rebuy the size I want, but also just like if you're on like some form of leverage, which I was, then"
CL207,it's really hard to hold a position from 12 to 16 and then just keep holding even though you know like we're gonna like wait to like 14 or 15 just from like some profit taking and then it's like like you get you got to hold that for like a week two weeks like that's crazy like like it's really hard to sleep it's really hard to do a lot of things where like and then you just have like a massive mental block on your head where it's like
CL207,"I have a ridiculously sized position on this magic internet money, which I think is going to 20k, but I know for this week it might scam me"
CL207,"So like, like it's just like, you're going to suffer for that, like, like 10 days to like, uh, I'm very much of like a life maximalist where it's like, or happy maximalist where it's like, Hey, you know, just"
CL207,"Yeah, I do not want to win more"
CL207,Just get me out of this stress
CL207,"So I'm more of that kind of, yeah"
Taiki Maeda,"Nice, nice, nice"
Taiki Maeda,What do you think are common traits of successful traders
Taiki Maeda,"I mean, obviously you have a bunch of friends who are amazing traders"
Taiki Maeda,"We've seen people blow up, come and go"
Taiki Maeda,Do you want to talk about what makes someone successful when it comes to investing or trading with them
CL207,"Obviously, good risk management"
CL207,And most people I know do really well are pretty humble
CL207,"And then the not-so-humble ones tend to go bigger, but I've seen them draw down also much more"
CL207,"Yeah, just get ego, being humble, get at risk, having the ability to know you're wrong"
CL207,the ability to think you can be wrong and you're not invincible or just know everything
CL207,I think that's really good
Taiki Maeda,"You mentioned risk management, but it seems like you like to turn up the leverage up, right"
Taiki Maeda,And sometimes you can't get good sleep and whatnot
Taiki Maeda,"What are your risk management, I guess, rules"
Taiki Maeda,What are some rules you live by when it comes to trading on leverage
CL207,"Well, usually I always maybe set my positions"
CL207,"I might play a game of League or two, but I can still tap out and be like, OK, it's not necking to zero right now, or going to infinity where I'm short"
CL207,"But overall, mine's just very momentum-based, or just kind of just monetary-based"
CL207,"If I'm down six fakes, I'm definitely looking to cut, even if I think it's going to bounce in favor of my position, just because I tend to have this system where"
CL207,"If I'm wrong by that much margin, then I do not deserve to be breakeven to begin with, even if I think it's going to like, uh, retrace to my entry immediately or something"
CL207,"Um, so this, I guess this, this part of trading is where I see as a game and not like real money"
CL207,"Some of the, some of the trading stuff I do is not definitely not very, um, I guess like just perfect EV or something"
Taiki Maeda,"Yeah, like do you think that the majority of your trades are more gut feel driven just because you're just always staring at the charts"
Taiki Maeda,You kind of know how these markets move
Taiki Maeda,"Yeah, like how important is gut feel to you"
CL207,That's pretty good amount
CL207,"And then there's always kind of like a, a feel of like, we're like a price level ish"
CL207,"I mean, it's pretty obvious where like people get liquidated and stuff, but"
CL207,"Yeah, there's also a gut feel of how bad that move is going to get if we go to this level or that level, right"
CL207,Because I feel like the data is not as transparent
CL207,You kind of have to take some leaps of assumptions where I think
CL207,"If we dipped 5% here, we utterly fucked because that destroys everyone on x20 leverage, which is pretty common, honestly, for this market to have"
CL207,"And then it's like, if you also assume a lot of positions are open and high leveraging around the same price, we've been consolidating"
CL207,"And then if we move against all these positions, they're going to have to close"
CL207,And then that's going to cause probably way more moves in percentage-wise
CL207,"And then, yeah, so those kind of gut feels are pretty"
CL207,"It's both a guffier and somewhat quantitative, I guess, in a sense"
Taiki Maeda,"So you mentioned you're a momentum trader, and you might be at the top, but you're going to long"
Taiki Maeda,"Do you have any examples of recent trades that you've taken, whether it be Bitcoin, ETH, Solana, things like that, where you've used that system"
CL207,And how did that turn out for you
CL207,"Earlier today, Bitcoin was at 30%"
CL207,and I just thought and that's like the highest spin in like I don't know a week or so
CL207,and then I just sold at 38 flat um
CL207,so I mean that's just like pure momentum
CL207,and then yeah didn't make a ton on it maybe like 10k
CL207,I I don't trade a lot anymore
CL207,but like today I'm home
CL207,and I kind of saw
CL207,like like okay the
CL207,The momentum is just crazy
CL207,It's definitely going to test 38 somehow
CL207,It seems like you go off vice
CL207,"I mean, this is just such intraday BS stuff going on"
CL207,"Honestly, not even worth talking about, but yeah"
Taiki Maeda,"So a few more questions, then I'll let you go"
Taiki Maeda,What are some biggest misconceptions about the crypto markets that you see online
CL207,"Oh, I love the, they are going to dump it or like they are going to put the price"
CL207,"It's like, who, who's they bro"
CL207,"Like they, like they do not exist"
CL207,"You know, like there is no like God in this market"
CL207,"That's like, yeah, they're protecting it or like they're going to like send it"
CL207,I feel like that's like some misconception people have
CL207,There is just like a lot of fucking rich kids and a lot of fucking rich people in general
CL207,Like that's in this right
CL207,"they're all, they all love to gamble and they're all gambling alongside you"
CL207,"So it's like, and you might not know why they're buying and selling"
CL207,"So it's like, when price don't react to some news, like, Hey, why didn't we dump"
CL207,Like there's such bad news
CL207,Like the person buying might not even know what's going on
CL207,They just wanted to buy and fuck off
CL207,"Like, like some, some things can not just be, can just not be explained"
CL207,"And like, you don't have to think it's like some weird, like"
CL207,"Like they, that's influencing the market"
Taiki Maeda,I think it's normal for humans
Taiki Maeda,"Maybe you don't understand because you're a cat, but I think every human wants to rationalize why something has happened"
Taiki Maeda,"But sometimes the markets move and you just have to react, right"
Taiki Maeda,So final question I have for you
Taiki Maeda,"I have a lot of viewers, they're listening to this podcast and they want to make it"
Taiki Maeda,How do you think an average retail trader can make it next cycle
Taiki Maeda,"Do you have any life lessons, life alpha that you want to share"
CL207,Oh my God
CL207,"This is always the hardest question because it's like, what do you say to help like all these people get rich"
CL207,I do not know
CL207,"I'm trying to, it's pretty hard for me to get richer myself"
CL207,"Like, like, honestly, I do feel like bigger accounts are overrated, small accounts are underrated on average"
CL207,And then I think
CL207,There's a lot of alpha in these like on-chain traders and a bunch of the smaller centralized exchange traders where not many people are following as much just because like they don't ship posts as often
CL207,"And then, yeah, I think a lot of big accounts are pretty like just overrated in general"
CL207,"They do have a lot of say in like just momentum of ship points because like, I mean, you know, if like everyone"
CL207,over a hundred K follower tweeted a ticker like bro that's just gonna send right
CL207,but like like a like a smaller account may be talking about stuff that that's that's less just like less aggressive but actually like kind of valuable
CL207,or it could be talking about something that big accounts catch on later
Taiki Maeda,"So would you say that maybe this obscure coin just like pumped a lot, um, for whatever reason, maybe is it like worth maybe going on Twitter, looking up the ticker, identify some accounts that talked about it before, um, and then try to network with them, talk to them"
Taiki Maeda,"Uh, is that like, do you think how important is like networking"
Taiki Maeda,Do you think
CL207,Networking is amazing
CL207,"I mean, like you, you can, like a lot of these group chats, they're not exclusive at all"
CL207,"They're just like, yo, if you're, if you're just like a nice guy out there"
CL207,And you're cool
CL207,People are just going to add you to a bunch of random chats
CL207,They may be good
CL207,They may just be playing games
CL207,"But eventually, you make friends with them"
CL207,And some of the bets they take do make money
CL207,"And it's like, or you just all get rocked together"
CL207,I don't know
CL207,"I think a lot of the small cancer out there, especially, maybe been around"
CL207,for a wall like if they survived like all the FTX and like all the rugs and implosions Luna never holding a single UST like they're pretty smart
CL207,right like so I feel like or not if they're not smart at least they're good at risk so like the chances of you like like if you can get in touch with like a group of these friends or like a like smaller people on Twitter I think that's pretty
CL207,Pretty fucking good
CL207,and it's like you don't have to be like following the big accounts like I like even for me like I don't feel like I tweet much saying stuff useful for you guys or they say for anyone right like maybe apart from like
CL207,hey I think Bitcoin eats the bands
CL207,and it's like someone with this size may have a more opinion like some opinion or actionable thing to do
CL207,but like I I don't feel like a lot of stuff I say are very
Taiki Maeda,"Actually, the last thing I wanted to talk about, this is just pure shit posting, but I asked on Twitter if people have any questions and an overwhelming majority of them, let me try to pull this up actually, they're asking about unisocs"
Taiki Maeda,"So you have this meme where you're just like jerking off the unisocs, right"
Taiki Maeda,Like what's the origin behind that
Taiki Maeda,And how many shots can a unisoc hold
CL207,"So I remember just like one day I came across this shitcoin worth $3,000, $4,000, $5,000"
CL207,And it's just like this sock from Uniswap
CL207,"And I was like, okay, this, like, this is the most ridiculous thing I've ever fucking seen my whole life, right"
CL207,"Like the ETH was at like 1k back then, or like, no, no, no"
CL207,ETH was at 200 and this shit was at 5k
CL207,"Cause like, this was like 2020, right"
CL207,And it pumped because every sock holder was going to get like the uni airdrop
CL207,So it pumped to 10k
CL207,Everyone bought it
CL207,"And then like, it just stayed at like 3, 4k for a long time"
CL207,"And I was just like, I bought like 10"
CL207,gave five out for free
CL207,and I was like yo this is just absurd I feel like and just how absurd the fact that it was at 5k kind of just made it keep going up
CL207,and now it's just holding at 40 I mean and that itself is just fucking ridiculous
CL207,right like why the fuck do people hold this I don't fucking know which is why I'm holding it
CL207,I mean it's just for fun like
CL207,I don't know if it goes much higher
CL207,I don't think many people hold it to dump
CL207,So I don't think it goes too much lower
CL207,"But again, I don't know who the fuck would buy this"
CL207,"So it's just probably going to maintain at some value all the time, just because it's ridiculous"
Taiki Maeda,"You're avoiding the original question, man"
Taiki Maeda,How much cum can a Unisoc hold if a Unisoc can't hold cum
Taiki Maeda,That's the original question
CL207,Some questions are better left unasked for the sake of our industry
Taiki Maeda,"OK, for the sake of our industry"
Taiki Maeda,We'll keep that a secret
Taiki Maeda,"All right, all right"
Taiki Maeda,I think we'll wrap it up there
Taiki Maeda,We'll let the audience kind of simmer on that question
Taiki Maeda,And we'll leave it to their imagination
Taiki Maeda,"Thank you, CL"
Taiki Maeda,Do you have any final words for our audience today
CL207,"No, not really"
CL207,"All right, all right, all right"
Taiki Maeda,"All right, thanks, Kat"
Taiki Maeda,"Talk to you later, man"
